Open,High,Low,Close,Volume,RSI,MA20,MA50,Buy,Sell,Target
1453.0,1463.800048828125,1442.0,1456.800048828125,5989078,60.29274824812954,1433.1700073242187,1393.9760034179687,0,0,0
1465.0,1475.0,1443.0999755859375,1450.800048828125,16402744,57.98894693788804,1434.6050109863281,1399.2850048828125,0,0,1
1464.0,1472.4000244140625,1460.5,1467.300048828125,7525851,62.25968414333054,1437.3250122070312,1404.2520068359374,0,0,1
1469.0999755859375,1498.800048828125,1465.0999755859375,1495.300048828125,14657893,68.17257146271824,1441.2000122070312,1409.3560083007812,0,0,1
1499.4000244140625,1522.0,1496.9000244140625,1515.4000244140625,11117052,71.61104481841403,1445.9250122070312,1414.8780078125,0,0,0
1513.800048828125,1524.800048828125,1496.0,1500.5999755859375,8409527,65.9603798152001,1450.2700134277343,1419.4000073242187,0,0,1
1500.5999755859375,1531.4000244140625,1500.0999755859375,1528.4000244140625,10368523,70.64587768107496,1456.4150146484376,1424.0580078125,0,0,0
1528.4000244140625,1530.0,1508.699951171875,1518.800048828125,6361002,67.20565835000627,1461.1800170898437,1428.610009765625,0,0,0
1520.800048828125,1531.9000244140625,1513.0,1517.800048828125,11283291,66.8405231500583,1464.950018310547,1432.9660107421876,0,0,1
1524.0,1530.0,1517.199951171875,1527.300048828125,6603501,68.58662948374348,1469.1400207519532,1437.4800122070312,0,0,1
1526.5999755859375,1544.800048828125,1525.0,1541.5,7251074,71.04128333826972,1473.7750183105468,1442.30201171875,0,0,0
1536.0,1544.9000244140625,1530.199951171875,1537.5999755859375,7171261,69.43645559474375,1478.7300170898438,1445.6780102539062,0,0,0
1536.699951171875,1551.0,1510.0999755859375,1519.0,8870660,62.21771531705636,1482.2350158691406,1448.0640112304689,0,0,0
1519.699951171875,1524.699951171875,1507.5,1517.199951171875,10047129,61.55080990828848,1486.0150146484375,1450.3080102539063,0,0,0
1512.0,1515.0,1490.300048828125,1495.199951171875,7234991,53.94071677675743,1489.3800109863282,1451.8160083007813,0,0,0
1492.199951171875,1500.0,1479.0999755859375,1483.699951171875,10311846,50.4306860453291,1491.6750061035157,1452.8640063476562,0,0,1
1486.199951171875,1496.5,1482.4000244140625,1485.4000244140625,8132454,50.93894560779886,1494.385009765625,1454.1540063476561,0,0,1
1473.0,1491.0,1471.5,1485.5999755859375,10409983,51.00257926356109,1497.160009765625,1455.746005859375,0,0,0
1487.4000244140625,1489.5999755859375,1473.9000244140625,1476.4000244140625,11854613,47.92267444313867,1499.315008544922,1457.1340063476562,0,0,0
1484.800048828125,1484.800048828125,1469.0999755859375,1476.0,10296318,47.78754638139244,1499.8050109863282,1459.1100073242187,0,0,0
1465.0,1476.0,1423.0999755859375,1428.5999755859375,22442744,35.14263964182861,1498.3950073242188,1458.9520068359375,0,0,0
1427.4000244140625,1431.9000244140625,1410.699951171875,1412.800048828125,20396320,32.09412920308198,1496.4950073242187,1458.8940087890626,0,0,1
1426.0,1426.0,1414.4000244140625,1424.5999755859375,8354596,36.52286283533124,1494.3600036621094,1458.8980078125,0,0,0
1419.199951171875,1423.0,1396.0,1402.9000244140625,14740507,32.34509078362602,1489.7400024414062,1457.8720092773438,0,0,0
1398.9000244140625,1401.0,1384.0999755859375,1391.699951171875,11854722,30.411500034878657,1483.554998779297,1456.5780078125,0,0,0
1392.300048828125,1407.800048828125,1385.0,1387.5999755859375,7748361,29.711298735398913,1477.9049987792969,1455.5140063476563,1,0,1
1383.0,1420.199951171875,1383.0,1417.0999755859375,10750072,40.352751335771906,1472.3399963378906,1455.3640063476562,0,0,0
1418.0999755859375,1423.300048828125,1401.300048828125,1410.0999755859375,7209849,38.849733455951444,1466.9049926757812,1454.9820068359375,0,0,0
1388.0999755859375,1402.5999755859375,1382.199951171875,1390.199951171875,17065827,34.87304869879955,1460.5249877929687,1454.5980053710937,0,0,1
1386.9000244140625,1405.9000244140625,1384.300048828125,1393.699951171875,10321171,36.111712614428825,1453.8449829101562,1453.9360034179688,0,0,1
1395.0999755859375,1416.0999755859375,1391.699951171875,1411.5,6312820,42.13893220100831,1447.3449829101562,1453.4700024414062,0,0,0
1411.0,1411.0,1389.0,1391.4000244140625,5343414,37.80211706428528,1440.0349853515625,1452.8560034179689,0,0,0
